age,gender,race,education,occupation,hours_per_week,capital_gain,capital_loss,predicted_label,true_label
57,Male,White,HS-grad,Sales,39,0,0,0,0
31,Male,White,Masters,Sales,52,0,0,1,1
49,Male,White,Masters,Prof-specialty,44,10153,0,1,1
55,Male,Black,Bachelors,Adm-clerical,32,0,0,0,0
50,Male,White,Doctorate,Craft-repair,46,0,0,1,1
40,Male,White,Bachelors,Adm-clerical,36,0,0,1,1
32,Female,White,HS-grad,Exec-managerial,48,0,0,0,0
50,Male,White,Some-college,Adm-clerical,65,7091,0,1,1
42,Male,White,Masters,Craft-repair,36,0,0,1,1
34,Female,White,HS-grad,Prof-specialty,48,0,0,0,0
50,Female,White,Masters,Exec-managerial,32,0,1852,1,1
64,Male,White,Masters,Adm-clerical,38,0,0,1,1
19,Male,White,Some-college,Sales,40,0,0,0,0
31,Female,White,Doctorate,Craft-repair,38,0,0,1,1
57,Male,White,Masters,Prof-specialty,64,0,0,1,1
57,Female,White,HS-grad,Other-service,36,0,0,0,0
56,Male,White,Bachelors,Craft-repair,45,0,0,1,1
23,Male,Asian-Pac-Islander,HS-grad,Adm-clerical,20,9687,0,0,0
23,Male,White,HS-grad,Prof-specialty,44,0,0,0,0
20,Female,White,Masters,Sales,51,0,0,1,1
24,Female,White,HS-grad,Exec-managerial,34,0,0,0,0
25,Male,White,HS-grad,Adm-clerical,14,0,0,0,0
59,Male,Black,Bachelors,Prof-specialty,39,0,3820,1,1
32,Male,White,HS-grad,Exec-managerial,40,0,0,0,0
64,Male,White,HS-grad,Prof-specialty,47,0,0,0,0
46,Female,White,Doctorate,Other-service,60,0,0,1,1
50,Male,White,Bachelors,Adm-clerical,36,0,0,0,1
47,Female,White,Masters,Prof-specialty,31,0,0,1,1
56,Male,White,Some-college,Sales,28,0,0,0,0
44,Female,White,Bachelors,Prof-specialty,41,0,0,1,1
53,Female,White,HS-grad,Adm-clerical,44,0,0,0,0
46,Male,White,Bachelors,Prof-specialty,34,12824,0,1,1
55,Male,White,Masters,Exec-managerial,47,0,0,1,1
50,Male,White,Masters,Exec-managerial,44,0,0,1,1
54,Male,White,HS-grad,Other-service,40,0,0,0,0
44,Male,White,HS-grad,Craft-repair,30,5842,0,0,0
50,Male,White,Some-college,Other-service,35,0,0,0,0
21,Female,White,Bachelors,Craft-repair,15,0,0,0,0
39,Male,White,Bachelors,Sales,42,0,0,1,1
19,Female,White,Some-college,Exec-managerial,40,8570,0,1,1
27,Female,White,Masters,Craft-repair,41,9696,0,1,1
22,Female,Black,Some-college,Prof-specialty,45,0,0,0,0
27,Male,White,Masters,Sales,43,0,0,1,1
50,Male,White,Some-college,Adm-clerical,38,6773,0,0,0
55,Male,White,HS-grad,Craft-repair,40,0,3245,0,0
30,Male,Black,Doctorate,Other-service,25,0,0,1,1
48,Male,White,Some-college,Craft-repair,34,0,2811,0,0
64,Female,Amer-Indian-Eskimo,Masters,Other-service,40,0,0,0,1
53,Male,Black,Bachelors,Other-service,32,0,0,0,0
62,Male,White,HS-grad,Exec-managerial,48,0,157,0,0
41,Female,Black,Bachelors,Sales,33,18708,0,0,1
32,Male,White,Bachelors,Other-service,42,18392,0,1,1
46,Male,White,HS-grad,Exec-managerial,41,11525,0,1,1
25,Female,White,Masters,Exec-managerial,47,0,0,1,1
22,Male,White,Masters,Other-service,49,0,0,1,1
46,Male,White,HS-grad,Sales,46,0,0,0,0
64,Male,White,Masters,Prof-specialty,18,0,0,1,1
21,Female,White,Bachelors,Craft-repair,51,0,0,0,1
29,Male,White,Bachelors,Exec-managerial,55,0,0,1,1
62,Male,White,Bachelors,Craft-repair,35,7590,0,1,1
19,Male,White,HS-grad,Sales,42,0,0,0,0
44,Male,White,Bachelors,Prof-specialty,31,0,0,1,1
48,Male,White,HS-grad,Adm-clerical,20,0,0,0,0
53,Male,White,HS-grad,Prof-specialty,32,0,0,0,0
53,Male,White,Some-college,Sales,34,0,0,0,0
43,Male,White,Bachelors,Prof-specialty,36,0,0,1,1
60,Male,White,Masters,Adm-clerical,30,0,0,1,1
44,Male,White,Masters,Exec-managerial,32,0,0,1,1
22,Male,Asian-Pac-Islander,Some-college,Prof-specialty,39,0,0,1,0
37,Male,White,Some-college,Other-service,32,0,0,0,0
28,Male,Black,Bachelors,Other-service,45,7635,0,1,1
27,Female,White,Bachelors,Sales,46,0,0,0,1
57,Female,White,Some-college,Prof-specialty,63,0,0,0,1
55,Male,White,HS-grad,Adm-clerical,51,0,0,0,0
23,Male,White,Masters,Sales,42,0,0,1,1
25,Male,White,Masters,Prof-specialty,33,0,0,1,1
40,Male,White,Masters,Sales,42,0,2336,1,1
64,Male,White,Some-college,Other-service,43,7346,0,0,1
43,Male,White,Some-college,Adm-clerical,34,0,0,0,0
63,Female,White,Doctorate,Exec-managerial,47,0,927,1,1
60,Male,White,HS-grad,Adm-clerical,26,0,0,0,0
29,Male,White,Some-college,Exec-managerial,37,15838,0,1,1
43,Female,White,Bachelors,Craft-repair,45,0,0,0,1
30,Male,White,Bachelors,Other-service,37,0,0,1,1
57,Male,White,Some-college,Other-service,37,8420,0,1,1
35,Female,White,HS-grad,Other-service,38,0,1285,0,0
42,Female,Black,Bachelors,Adm-clerical,31,0,0,0,0
50,Female,White,Bachelors,Exec-managerial,51,0,0,1,1
64,Male,White,Some-college,Craft-repair,29,0,0,0,0
57,Male,White,HS-grad,Craft-repair,43,0,0,0,0
60,Female,White,Masters,Craft-repair,44,0,0,0,1
29,Male,White,Bachelors,Sales,30,0,0,1,1
61,Female,White,Some-college,Adm-clerical,40,0,3379,0,0
53,Male,White,Some-college,Adm-clerical,30,0,0,0,0
21,Male,White,HS-grad,Other-service,53,0,0,0,0
22,Female,White,HS-grad,Adm-clerical,28,0,0,0,0
54,Male,White,Bachelors,Adm-clerical,33,0,0,0,1
25,Male,White,Some-college,Sales,27,0,0,0,0
59,Male,White,Masters,Adm-clerical,26,0,0,1,1
45,Male,White,Some-college,Exec-managerial,55,0,0,1,1
48,Male,White,HS-grad,Craft-repair,45,0,0,0,0
26,Male,White,Some-college,Sales,41,0,0,0,0
46,Male,White,Some-college,Sales,33,3864,0,0,0
31,Female,Black,Masters,Other-service,49,0,0,1,1
57,Male,White,Some-college,Adm-clerical,31,0,0,0,0
58,Female,White,HS-grad,Craft-repair,47,6215,0,0,0
39,Male,White,Bachelors,Exec-managerial,31,0,0,1,1
28,Male,White,Masters,Craft-repair,33,0,0,1,1
40,Male,White,Doctorate,Prof-specialty,47,0,0,1,1
18,Female,White,Masters,Craft-repair,48,0,0,1,1
63,Female,White,Bachelors,Exec-managerial,45,0,0,1,1
54,Female,White,HS-grad,Exec-managerial,29,0,0,0,0
38,Male,White,HS-grad,Exec-managerial,35,0,0,0,0
43,Male,White,HS-grad,Sales,41,0,0,0,0
63,Female,White,Masters,Sales,31,0,0,1,1
53,Female,White,Doctorate,Prof-specialty,53,0,0,1,1
40,Female,White,Bachelors,Craft-repair,15,0,0,0,0
18,Male,White,HS-grad,Adm-clerical,32,0,0,0,0
57,Female,White,HS-grad,Other-service,34,0,0,0,0
32,Male,White,Bachelors,Prof-specialty,11,0,0,1,1
38,Male,White,Some-college,Adm-clerical,26,0,0,0,0
64,Male,White,Some-college,Adm-clerical,46,0,0,0,1
26,Male,White,HS-grad,Prof-specialty,40,0,0,0,0
26,Female,White,Some-college,Craft-repair,55,0,0,0,0
27,Female,White,Some-college,Other-service,55,0,0,0,0
43,Female,White,Some-college,Adm-clerical,44,0,0,0,0
58,Male,White,Bachelors,Sales,43,0,0,0,1
52,Male,White,Some-college,Sales,40,0,0,0,0
42,Female,White,HS-grad,Prof-specialty,13,0,0,0,0
43,Male,White,HS-grad,Other-service,26,2850,0,0,0
28,Female,White,Bachelors,Other-service,41,6932,0,0,1
55,Female,Black,HS-grad,Adm-clerical,46,0,0,0,0
19,Female,White,Bachelors,Prof-specialty,42,0,1244,1,1
24,Male,Asian-Pac-Islander,Bachelors,Other-service,31,0,0,1,1
35,Female,Black,HS-grad,Other-service,49,0,0,0,0
44,Male,White,Some-college,Sales,54,0,0,0,1
51,Male,Black,Some-college,Prof-specialty,49,0,0,0,0
44,Female,White,HS-grad,Adm-clerical,49,0,0,0,0
34,Male,White,Some-college,Adm-clerical,34,0,0,0,0
60,Female,White,Some-college,Sales,50,0,0,0,0
61,Male,White,Some-college,Exec-managerial,41,0,0,0,1
41,Male,White,Bachelors,Exec-managerial,45,0,0,1,1
42,Female,White,Masters,Other-service,43,0,0,1,1
24,Male,White,Some-college,Craft-repair,38,0,0,0,0
23,Male,White,Masters,Sales,31,2089,0,1,1
41,Male,White,HS-grad,Craft-repair,39,0,0,0,0
50,Male,Black,HS-grad,Other-service,49,0,0,0,0
46,Male,White,Masters,Sales,35,0,0,1,1
60,Male,White,HS-grad,Adm-clerical,48,0,0,0,0
39,Female,White,Bachelors,Sales,47,13756,0,1,1
43,Female,White,HS-grad,Prof-specialty,37,0,0,0,0
45,Male,White,Some-college,Craft-repair,53,0,669,0,0
38,Female,White,Some-college,Sales,36,16195,0,0,0
24,Male,White,Bachelors,Craft-repair,55,2357,0,1,1
34,Male,White,Some-college,Other-service,44,0,0,0,0
37,Male,Black,HS-grad,Sales,39,0,0,0,0
58,Male,White,Masters,Exec-managerial,31,0,0,1,1
37,Female,White,Some-college,Craft-repair,39,0,0,0,0
39,Male,White,Some-college,Adm-clerical,37,0,0,0,0
45,Male,White,Some-college,Adm-clerical,27,0,0,0,0
57,Female,White,HS-grad,Sales,37,16035,0,0,0
24,Female,White,Some-college,Adm-clerical,31,0,0,0,0
18,Male,White,Bachelors,Adm-clerical,45,0,0,1,1
49,Female,White,Doctorate,Craft-repair,53,0,0,1,1
30,Male,White,Doctorate,Sales,27,0,0,1,1
47,Female,White,Masters,Craft-repair,57,0,0,1,1
40,Male,White,HS-grad,Sales,38,0,0,0,0
36,Female,White,Some-college,Adm-clerical,30,0,0,0,0
49,Male,White,Bachelors,Sales,47,0,0,0,1
47,Male,White,Bachelors,Other-service,35,0,0,1,0
46,Male,White,Doctorate,Sales,39,0,0,1,1
62,Male,White,HS-grad,Prof-specialty,35,0,0,0,0
46,Female,White,Some-college,Sales,31,0,0,0,0
47,Male,White,HS-grad,Prof-specialty,47,0,0,0,0
33,Female,White,Bachelors,Craft-repair,37,0,0,0,0
57,Female,Black,Some-college,Prof-specialty,25,0,0,0,0
36,Female,White,HS-grad,Craft-repair,45,0,0,0,0
35,Male,White,Bachelors,Sales,27,0,0,0,1
18,Female,White,Doctorate,Craft-repair,28,0,0,1,1
31,Female,White,HS-grad,Adm-clerical,51,0,0,0,0
64,Female,White,Masters,Other-service,28,0,0,1,1
19,Male,White,HS-grad,Sales,16,0,3652,0,0
45,Male,White,Some-college,Prof-specialty,46,0,1078,1,1
47,Male,White,Some-college,Other-service,36,0,0,0,0
55,Male,White,Doctorate,Exec-managerial,37,11467,0,1,1
21,Male,White,Bachelors,Other-service,36,0,0,0,0
18,Male,White,Some-college,Sales,42,0,0,0,0
25,Male,White,Masters,Other-service,32,18296,0,1,1
46,Male,White,Masters,Other-service,54,0,0,1,1
56,Male,White,HS-grad,Adm-clerical,25,0,0,0,0
20,Female,White,Some-college,Craft-repair,44,0,0,0,0
49,Male,White,Doctorate,Other-service,46,0,0,1,1
27,Female,White,Bachelors,Prof-specialty,32,0,0,0,1
27,Male,White,HS-grad,Prof-specialty,29,0,0,0,0
36,Male,White,Some-college,Adm-clerical,50,0,0,0,1
63,Male,Black,Bachelors,Other-service,30,0,0,0,0
51,Female,White,Some-college,Other-service,33,0,0,0,0
50,Male,White,Masters,Adm-clerical,48,9946,0,1,1
40,Female,White,Masters,Sales,40,0,0,1,1
45,Male,White,HS-grad,Exec-managerial,22,12020,0,1,1
49,Male,White,Bachelors,Exec-managerial,57,0,0,1,1
24,Female,White,Some-college,Craft-repair,34,0,0,0,0
46,Male,White,HS-grad,Prof-specialty,35,0,0,0,0
25,Female,White,Some-college,Sales,42,0,0,0,0
18,Male,White,HS-grad,Prof-specialty,46,0,0,1,0
20,Male,White,Bachelors,Sales,59,9809,0,1,1
41,Female,White,Bachelors,Adm-clerical,23,0,0,0,0
40,Female,White,HS-grad,Craft-repair,48,0,0,0,0
25,Male,White,Some-college,Adm-clerical,47,0,0,0,0
64,Female,Asian-Pac-Islander,HS-grad,Prof-specialty,38,0,0,0,0
54,Male,White,HS-grad,Craft-repair,47,0,0,0,0
20,Female,White,HS-grad,Other-service,49,0,0,0,0
50,Male,White,HS-grad,Sales,26,0,0,0,0
45,Male,White,HS-grad,Sales,57,15101,0,1,0
64,Male,White,Some-college,Craft-repair,24,0,0,0,0
25,Male,White,HS-grad,Adm-clerical,28,0,0,0,0
51,Male,White,HS-grad,Craft-repair,37,9226,0,0,0
52,Male,White,Bachelors,Adm-clerical,59,0,0,1,1
49,Male,White,Some-college,Craft-repair,36,0,0,0,0
41,Female,White,Bachelors,Adm-clerical,39,0,0,0,1
31,Male,White,Bachelors,Exec-managerial,54,0,0,1,1
49,Male,White,Masters,Craft-repair,36,0,0,1,1
63,Male,White,Masters,Adm-clerical,28,0,0,1,1
60,Female,White,HS-grad,Other-service,35,0,0,0,0
33,Male,White,HS-grad,Prof-specialty,53,0,0,1,0
21,Male,White,Some-college,Prof-specialty,40,0,0,0,0
54,Male,White,Bachelors,Craft-repair,59,0,0,1,1
38,Male,White,Some-college,Craft-repair,47,0,0,1,0
31,Male,White,Masters,Sales,33,0,0,1,1
48,Male,White,HS-grad,Adm-clerical,40,0,0,0,0
35,Male,Black,HS-grad,Craft-repair,31,0,0,0,0
24,Male,White,HS-grad,Prof-specialty,33,0,0,0,0
27,Male,White,Some-college,Prof-specialty,84,0,0,1,1
24,Male,White,HS-grad,Prof-specialty,50,0,0,0,0
50,Male,White,HS-grad,Adm-clerical,48,0,0,0,0
40,Female,White,Masters,Exec-managerial,33,12040,0,1,1
38,Female,White,Some-college,Craft-repair,55,6609,0,1,0
36,Male,White,HS-grad,Exec-managerial,50,0,0,0,0
36,Male,White,Some-college,Adm-clerical,58,0,0,0,1
53,Male,White,HS-grad,Other-service,58,0,0,0,0
46,Male,White,Bachelors,Craft-repair,25,0,0,0,0
35,Male,White,Bachelors,Sales,28,0,0,1,1
19,Male,White,HS-grad,Craft-repair,29,0,0,0,0
18,Female,White,Bachelors,Craft-repair,30,0,0,0,0
64,Female,Asian-Pac-Islander,Bachelors,Craft-repair,43,0,0,0,0
22,Male,White,Some-college,Craft-repair,34,0,0,0,0
37,Male,White,Some-college,Other-service,60,0,0,0,0
28,Female,White,Doctorate,Craft-repair,59,0,0,1,1
59,Female,White,Bachelors,Adm-clerical,39,0,0,0,0
19,Female,White,Bachelors,Craft-repair,59,0,0,0,1
20,Male,White,Bachelors,Other-service,54,0,0,1,1
40,Male,White,Doctorate,Adm-clerical,35,4253,0,1,1
29,Female,White,Some-college,Craft-repair,19,0,0,0,0
37,Male,White,HS-grad,Craft-repair,37,0,0,0,0
22,Male,White,Bachelors,Adm-clerical,33,0,0,0,1
54,Male,White,HS-grad,Craft-repair,42,0,0,0,0
55,Female,White,HS-grad,Other-service,40,0,0,0,0
47,Female,White,HS-grad,Prof-specialty,40,9318,0,0,0
26,Male,White,Masters,Craft-repair,45,0,0,1,1
51,Female,White,Doctorate,Sales,27,5853,0,1,1
61,Male,White,Bachelors,Adm-clerical,44,0,0,1,1
52,Female,White,Bachelors,Other-service,35,0,0,0,0
39,Male,White,Some-college,Craft-repair,41,0,0,0,0
61,Male,White,Bachelors,Craft-repair,49,0,0,1,1
41,Male,White,Bachelors,Adm-clerical,27,0,0,0,1
34,Male,White,Bachelors,Exec-managerial,37,0,0,1,1
27,Male,White,Bachelors,Other-service,38,0,0,1,0
47,Male,White,HS-grad,Other-service,34,0,0,0,0
63,Female,Black,Some-college,Prof-specialty,48,0,0,0,0
40,Male,White,HS-grad,Prof-specialty,32,0,0,0,0
49,Male,White,HS-grad,Craft-repair,34,0,0,0,0
34,Male,White,Masters,Adm-clerical,32,5777,0,1,1
34,Male,White,HS-grad,Sales,50,8108,0,0,1
31,Male,White,Some-college,Craft-repair,35,0,0,0,0
26,Female,White,Some-college,Prof-specialty,44,0,0,0,0
57,Male,White,Bachelors,Craft-repair,59,0,0,0,1
19,Male,Amer-Indian-Eskimo,Some-college,Adm-clerical,39,0,0,0,0
62,Female,White,HS-grad,Other-service,51,0,0,0,0
42,Male,White,Some-college,Other-service,56,0,476,0,0
56,Male,Black,HS-grad,Other-service,50,0,0,0,0
26,Female,White,Some-college,Other-service,39,0,0,0,0
39,Male,Asian-Pac-Islander,Some-college,Sales,46,0,0,0,0
60,Male,Black,Bachelors,Exec-managerial,27,0,0,1,1
63,Female,Black,HS-grad,Sales,32,0,0,0,0
21,Male,White,Some-college,Craft-repair,33,0,0,1,0
43,Male,White,Some-college,Prof-specialty,62,0,0,1,1
46,Female,White,Bachelors,Adm-clerical,31,0,0,0,0
62,Male,Amer-Indian-Eskimo,Doctorate,Craft-repair,31,0,0,1,1
51,Male,White,HS-grad,Exec-managerial,29,0,0,0,0
40,Female,White,Bachelors,Adm-clerical,45,0,0,0,1
54,Female,White,HS-grad,Adm-clerical,41,0,0,0,0
28,Male,White,Bachelors,Adm-clerical,50,0,0,1,1
23,Male,White,Some-college,Craft-repair,46,0,0,0,0
35,Female,White,HS-grad,Exec-managerial,26,0,0,0,0
38,Female,White,Some-college,Craft-repair,31,0,0,0,0
59,Male,White,Bachelors,Adm-clerical,53,0,0,1,1
53,Male,Other,HS-grad,Adm-clerical,37,0,0,0,0
58,Male,White,Bachelors,Prof-specialty,51,0,0,1,1
55,Female,White,Bachelors,Sales,38,2448,0,0,0
51,Female,White,Bachelors,Craft-repair,30,0,0,0,0
34,Female,White,Bachelors,Exec-managerial,36,0,0,0,1
54,Female,White,Masters,Adm-clerical,30,0,0,0,1
42,Male,Black,HS-grad,Craft-repair,34,0,1214,0,0
55,Male,White,HS-grad,Sales,42,0,0,0,0
29,Female,White,HS-grad,Craft-repair,45,0,0,0,0
40,Female,White,Some-college,Sales,24,0,0,0,0
59,Male,White,Some-college,Craft-repair,39,0,0,0,0
39,Male,White,HS-grad,Prof-specialty,34,0,0,0,0
38,Female,White,HS-grad,Craft-repair,33,0,0,0,0
44,Male,White,Bachelors,Other-service,41,0,0,1,0
48,Male,White,Some-college,Prof-specialty,34,0,0,0,0
23,Male,White,Bachelors,Sales,53,0,0,1,1
44,Female,White,HS-grad,Adm-clerical,51,0,3427,0,0
57,Male,White,HS-grad,Adm-clerical,51,0,0,0,0
51,Female,White,HS-grad,Craft-repair,35,0,0,0,0
29,Male,Black,Bachelors,Exec-managerial,30,0,0,0,1
62,Male,White,Some-college,Craft-repair,40,0,0,0,0
24,Male,White,Bachelors,Prof-specialty,38,0,0,1,1
27,Female,Black,Masters,Prof-specialty,33,0,0,1,1
62,Female,White,Bachelors,Sales,28,0,0,0,0
34,Female,White,Bachelors,Craft-repair,39,0,0,0,1
43,Female,White,Some-college,Sales,35,0,0,0,0
38,Male,White,Bachelors,Exec-managerial,46,0,2271,1,1
45,Male,White,Some-college,Adm-clerical,46,0,0,0,1
63,Male,White,HS-grad,Adm-clerical,51,0,0,0,0
19,Male,White,Bachelors,Craft-repair,27,0,0,1,0
60,Female,White,Some-college,Sales,44,0,0,0,0
18,Female,Amer-Indian-Eskimo,Bachelors,Sales,32,0,0,0,0
53,Female,White,Some-college,Exec-managerial,27,0,0,0,0
43,Male,White,Bachelors,Sales,35,0,0,1,0
46,Male,White,Some-college,Other-service,50,0,0,1,0
38,Male,White,Bachelors,Other-service,36,0,0,0,1
28,Male,White,HS-grad,Prof-specialty,55,0,0,0,0
57,Male,Asian-Pac-Islander,Some-college,Other-service,45,0,0,0,1
28,Male,White,Some-college,Other-service,36,0,0,0,0
53,Male,White,Some-college,Prof-specialty,51,0,0,1,1
56,Male,White,Some-college,Other-service,44,0,0,0,0
57,Male,White,Some-college,Other-service,30,0,0,0,0
52,Male,White,Bachelors,Prof-specialty,58,0,1637,1,1
51,Male,White,HS-grad,Craft-repair,42,0,2720,0,0
64,Male,White,HS-grad,Prof-specialty,40,0,0,0,0
41,Male,White,HS-grad,Prof-specialty,31,0,0,0,0
39,Male,White,HS-grad,Other-service,51,0,0,0,0
22,Male,White,HS-grad,Adm-clerical,45,0,0,0,0
50,Male,White,Bachelors,Other-service,46,0,0,1,1
53,Male,White,Masters,Craft-repair,34,0,0,1,1
64,Female,White,Bachelors,Prof-specialty,48,0,0,1,1
37,Male,White,HS-grad,Exec-managerial,49,0,0,0,0
36,Female,White,HS-grad,Prof-specialty,33,0,0,0,0
52,Male,White,Some-college,Craft-repair,25,0,0,0,0
60,Male,Black,Doctorate,Sales,45,0,0,1,1
34,Female,White,Masters,Other-service,24,0,0,1,1
62,Male,Other,Bachelors,Adm-clerical,41,0,0,1,0
60,Female,White,HS-grad,Adm-clerical,35,0,0,0,0
51,Male,White,Bachelors,Other-service,52,0,0,0,1
26,Male,Black,HS-grad,Other-service,36,0,0,0,0
43,Female,White,HS-grad,Craft-repair,51,0,0,0,0
19,Male,White,Bachelors,Prof-specialty,34,0,0,1,1
26,Male,White,HS-grad,Exec-managerial,49,0,0,0,0
26,Male,Black,Some-college,Prof-specialty,60,0,0,1,1
57,Male,Amer-Indian-Eskimo,Some-college,Prof-specialty,29,0,0,0,0
34,Male,White,HS-grad,Exec-managerial,42,0,0,0,0
18,Male,White,Bachelors,Adm-clerical,67,0,0,1,1
42,Female,White,Bachelors,Prof-specialty,40,0,0,0,1
60,Female,White,HS-grad,Sales,40,0,0,0,0
57,Male,White,Some-college,Sales,47,3646,0,0,0
59,Female,White,Bachelors,Craft-repair,40,0,0,0,0
42,Male,White,Some-college,Craft-repair,22,0,0,0,0
56,Male,White,Bachelors,Exec-managerial,51,0,0,1,1
52,Female,White,Some-college,Exec-managerial,19,0,1205,0,0
20,Female,Asian-Pac-Islander,HS-grad,Craft-repair,35,0,0,0,0
54,Female,White,Some-college,Other-service,52,0,0,0,0
61,Male,White,HS-grad,Prof-specialty,36,0,0,0,0
61,Male,Black,Masters,Other-service,33,0,0,1,1
47,Female,White,Bachelors,Adm-clerical,48,0,0,0,1
55,Male,White,Bachelors,Sales,31,0,0,0,1
51,Female,White,Some-college,Exec-managerial,27,0,0,0,0
29,Male,White,Some-college,Craft-repair,42,0,0,0,0
36,Female,White,Some-college,Sales,38,0,0,0,0
54,Male,White,Masters,Other-service,27,0,0,1,1
61,Male,White,Some-college,Exec-managerial,46,0,0,1,1
34,Male,Black,Bachelors,Exec-managerial,44,0,0,1,1
27,Female,White,HS-grad,Prof-specialty,36,0,0,0,0
64,Female,White,HS-grad,Exec-managerial,37,0,0,0,0
29,Male,White,Masters,Adm-clerical,44,0,0,1,1
33,Female,White,HS-grad,Exec-managerial,51,0,0,0,0
41,Male,White,Bachelors,Adm-clerical,37,0,0,1,1
36,Male,Black,Masters,Other-service,46,0,0,1,1
25,Male,White,Some-college,Prof-specialty,45,0,0,1,1
48,Male,White,HS-grad,Adm-clerical,48,0,0,0,0
38,Male,White,Bachelors,Other-service,40,13693,0,1,1
34,Male,White,Bachelors,Sales,30,0,0,0,1
40,Female,White,Bachelors,Exec-managerial,35,0,0,0,1
54,Female,White,HS-grad,Craft-repair,43,0,0,0,0
33,Male,White,Masters,Craft-repair,58,0,0,1,1
23,Male,White,Masters,Adm-clerical,35,0,0,1,1
25,Female,White,Masters,Prof-specialty,48,0,0,1,1
42,Female,White,HS-grad,Adm-clerical,36,0,0,0,0
35,Male,White,Some-college,Other-service,41,0,0,0,0
42,Female,White,Bachelors,Other-service,55,0,0,1,1
29,Male,White,HS-grad,Adm-clerical,47,0,0,0,0
32,Male,White,Some-college,Adm-clerical,27,0,0,0,0
43,Male,Black,Bachelors,Sales,34,0,0,0,0
58,Male,White,Bachelors,Other-service,52,0,0,1,1
62,Female,White,Some-college,Sales,41,0,0,0,0
43,Male,Black,HS-grad,Adm-clerical,28,0,0,0,0
64,Male,White,Masters,Prof-specialty,31,0,0,1,1
49,Female,White,Bachelors,Exec-managerial,47,0,0,0,1
27,Female,White,Masters,Other-service,49,0,0,1,1
33,Female,White,HS-grad,Craft-repair,40,1984,0,0,0
24,Male,White,Bachelors,Sales,64,0,0,1,1
34,Male,White,Masters,Other-service,48,0,0,1,1
40,Female,White,Bachelors,Exec-managerial,37,0,0,0,1
43,Male,White,HS-grad,Sales,31,0,0,0,0
38,Male,White,Bachelors,Other-service,30,0,0,1,0
39,Male,White,Bachelors,Sales,43,0,0,1,1
24,Male,White,HS-grad,Sales,35,0,0,0,0
31,Male,White,Bachelors,Adm-clerical,56,0,0,1,1
32,Male,White,Some-college,Adm-clerical,54,0,0,1,0
24,Male,White,Bachelors,Sales,46,0,0,1,1
26,Male,White,HS-grad,Sales,28,0,0,0,0
25,Male,White,Bachelors,Craft-repair,33,0,0,0,1
40,Male,White,HS-grad,Exec-managerial,52,0,0,0,0
46,Female,Black,Some-college,Exec-managerial,34,0,3284,0,0
35,Female,White,Bachelors,Prof-specialty,51,0,0,0,1
48,Male,White,Some-college,Prof-specialty,44,0,0,0,0
47,Male,White,Bachelors,Prof-specialty,40,0,0,1,1
56,Male,White,Doctorate,Adm-clerical,32,0,0,1,1
52,Male,White,HS-grad,Adm-clerical,39,0,0,0,0
35,Male,White,Some-college,Craft-repair,41,0,0,0,0
59,Male,Black,Masters,Adm-clerical,50,0,0,1,1
56,Female,White,HS-grad,Prof-specialty,31,0,0,0,0
34,Male,White,Bachelors,Other-service,37,0,0,1,1
31,Male,White,Bachelors,Sales,40,8159,0,1,1
48,Male,Black,Some-college,Prof-specialty,46,0,0,0,0
41,Female,White,HS-grad,Craft-repair,30,0,0,0,0
52,Male,White,HS-grad,Sales,26,0,0,0,0
61,Female,White,Some-college,Adm-clerical,46,0,1286,0,0
62,Male,White,HS-grad,Sales,24,0,0,0,0
51,Female,White,Some-college,Other-service,52,0,0,0,0
20,Female,Black,Doctorate,Craft-repair,38,7496,0,1,1
54,Female,White,Masters,Adm-clerical,24,0,3555,1,1
60,Male,White,Some-college,Exec-managerial,35,6987,0,1,1
57,Male,White,Bachelors,Prof-specialty,43,0,0,1,1
43,Male,White,HS-grad,Other-service,34,0,0,0,0
40,Female,White,HS-grad,Other-service,40,0,0,0,0
61,Male,Other,Bachelors,Prof-specialty,47,0,0,1,1
56,Male,White,Doctorate,Craft-repair,37,0,0,1,1
32,Male,Black,Some-college,Craft-repair,30,0,0,0,0
21,Male,White,HS-grad,Other-service,37,0,0,0,0
46,Male,White,HS-grad,Prof-specialty,54,0,0,0,1
39,Male,White,Some-college,Sales,56,0,0,0,0
42,Male,White,HS-grad,Exec-managerial,19,0,0,0,0
30,Male,White,HS-grad,Exec-managerial,50,0,0,0,1
35,Female,White,HS-grad,Craft-repair,42,0,0,0,0
50,Female,White,Some-college,Craft-repair,49,0,0,0,0
33,Female,White,Masters,Sales,34,0,0,1,1
62,Male,Black,Some-college,Craft-repair,22,0,0,0,0
59,Female,White,Some-college,Exec-managerial,45,0,0,0,0
61,Male,Black,HS-grad,Prof-specialty,30,0,1486,0,0
19,Male,White,HS-grad,Other-service,26,0,0,0,0
52,Male,White,Some-college,Exec-managerial,26,0,0,0,1
59,Male,White,HS-grad,Sales,46,0,0,0,0
51,Male,White,Some-college,Prof-specialty,41,0,0,0,0
47,Female,White,Some-college,Prof-specialty,47,0,0,0,1
30,Male,White,Masters,Other-service,46,0,0,1,1
30,Male,White,Doctorate,Exec-managerial,35,0,0,1,1
35,Male,White,Some-college,Prof-specialty,39,0,0,0,0
49,Male,White,Some-college,Prof-specialty,34,0,0,0,1
49,Male,White,HS-grad,Craft-repair,37,0,0,0,0
